90,93.5,124.25,184,195.5,211.25,220,228.25,1.15
91,94.5,125.75,186,197.5,213.5,222.5,231,1.15
92,95.75,127.25,188,199.5,215.75,225,233.75,1.15
93,97,128.75,190,201.5,218,227.5,236.5,1.15
94,98.25,130.25,192,203.5,220.25,230,239,1.15
95,99.5,131.75,194,205.5,222.5,232.5,241.5,1.15
96,100.75,133.25,196,207.5,224.75,234.75,244,1.15
97,101.75,134.75,198,209.5,227,237,246.5,1.15
98,102.75,136.25,200,211.5,229.25,239.25,249,1.15
99,104,137.75,202,213.5,231.5,241.5,251.5,1.15
100,105,139.25,204,215.5,233.75,244,254,1.15
101,106,140.75,206,217.5,236,246.5,256.5,1.15
102,107.25,142.25,208,219.5,238.25,249,259,1.15
103,108.5,143.75,210,221.5,240.75,251.5,261.5,1.15
104,109.5,145.25,212,223.5,243.25,254,264,1.15
105,110.75,146.75,214,225.5,245.75,256.25,266.5,1.15
106,111.75,148.25,216,227.5,248.25,258.5,269,1.15
107,112.75,149.75,218,229.5,250.75,260.75,271.5,1.15
108,113.75,151.25,220,231.5,253.25,263,274,1.15
109,115,152.75,222,233.5,255.5,265.5,276.5,1.15
110,116.25,154.25,224,235.75,257.75,268,279,1.15
111,117.5,155.75,226,238,260,270.5,281.5,1.15
112,118.75,157.25,228,240.25,262.25,273,284,1.15
113,119.75,158.75,230,242.5,264.5,275.5,286.5,1.15
114,120.75,160.25,232,244.75,266.75,278,289,1.15
115,122,161.75,234,247,269,280.5,291.5,1.15
116,123.25,163.25,236,249.25,271.5,282.75,294,1.15
117,124.25,164.75,238,251.5,274,285,296.5,1.15
118,125.25,166.25,240,253.75,276.5,287.25,299,1.15
119,126.25,167.75,242,256,278.75,289.5,301.5,1.15
120,127.25,169.25,244,258.25,281,292,304,1.15
121,128.25,170.5,246,260.25,283.25,294.5,306.5,1.15
122,129.5,171.75,248,262.25,285.75,297,309,1.15
123,130.75,173.25,250,264.25,288.25,299.5,311.5,1.15
124,131.75,174.75,252,266.25,290.75,302,314.25,1.15
125,132.75,176.25,254,268.25,293.25,304.5,317,1.15
126,133.75,177.75,256,270.25,295.5,307,319.75,1.15
127,134.75,179.25,258,272.25,297.75,309.5,322.5,1.15
128,135.5,180.75,260,274.25,300,312,325,1.15
129,136.5,182.25,262,276.25,302.25,314.5,327.5,1.15
130,137.5,183.75,264,278.5,304.5,317,330,1.15
131,138.75,185.25,266,280.75,306.75,319.5,332.5,1.15
132,139.75,186.75,268,283,309,322,335,1.15
133,140.75,188.25,270,285.25,311.25,324.5,337.5,1.15
134,141.75,189.75,272,287.5,313.5,327,340,1.15
135,142.5,191,274,289.75,315.75,329.5,342.5,1.15
136,143.25,192.25,276,292,318,332,345,1.15
137,144,193.5,278,294.25,320.25,334.5,347.5,1.15
138,144.75,194.75,280,296.5,322.5,337,350,1.15
139,145.75,195.75,282,298.75,325,339.5,352.5,1.15
140,146.5,196.75,284,301,327.5,342,355,1.15
141,147.25,197.75,286,303.25,330,344.5,357.5,1.15
142,148,198.75,288,305.5,332.5,347,360.25,1.15
143,148.5,199.75,289.75,307.75,335,349.5,363,1.15
144,149,200.75,291.5,310,337.5,352,365.75,1.15
145,149.75,201.75,293.25,312.25,340,354.5,368.25,1.15
146,150.5,202.5,295,314.25,342.5,356.75,370.75,1.15
147,151,203.25,296.75,316.25,345,359,373.25,1.15
148,151.5,204,298.5,318.25,347.5,361.25,375.75,1.15
149,152,204.75,300.25,320.25,350,363.5,378.25,1.15
150,152.5,205.5,302,322.25,352.5,365.75,380.75,1.15
151,173.65,232.54,326.16,382.03,422.8,439.41,459.04
152,174.8,234.08,328.32,384.56,425.6,442.32,462.08
153,175.95,235.62,330.48,387.09,428.4,445.23,465.12
154,177.1,237.16,332.64,389.62,431.2,448.14,468.16
155,178.25,238.7,334.8,392.15,434,451.05,471.2
156,179.4,240.24,336.96,394.68,436.8,453.96,474.24
157,180.55,241.78,339.12,397.21,439.6,456.87,477.28
158,181.7,243.32,341.28,399.74,442.4,459.78,480.32
159,182.85,244.86,343.44,402.27,445.2,462.69,483.36
160,184,246.4,345.6,404.8,448,465.6,486.4
161,185.15,247.94,347.76,407.33,450.8,468.51,489.44
162,186.3,249.48,349.92,409.86,453.6,471.42,492.48
163,187.45,251.02,352.08,412.39,456.4,474.33,495.52
164,188.6,252.56,354.24,414.92,459.2,477.24,498.56
165,189.75,254.1,356.4,417.45,462,480.15,501.6
166,190.9,255.64,358.56,419.98,464.8,483.06,504.64
167,192.05,257.18,360.72,422.51,467.6,485.97,507.68
168,193.2,258.72,362.88,425.04,470.4,488.88,510.72
169,194.35,260.26,365.04,427.57,473.2,491.79,513.76
170,195.5,261.8,367.2,430.1,476,494.7,516.8
171,196.65,263.34,369.36,432.63,478.8,497.61,519.84
172,197.8,264.88,371.52,435.16,481.6,500.52,522.88
173,198.95,266.42,373.68,437.69,484.4,503.43,525.92
174,200.1,267.96,375.84,440.22,487.2,506.34,528.96
175,201.25,269.5,378,442.75,490,509.25,532
176,202.4,271.04,380.16,445.28,492.8,512.16,535.04
177,203.55,272.58,382.32,447.81,495.6,515.07,538.08
178,204.7,274.12,384.48,450.34,498.4,517.98,541.12
179,205.85,275.66,386.64,452.87,501.2,520.89,544.16
180,207,277.2,388.8,455.4,504,523.8,547.2
181,208.15,278.74,390.96,457.93,506.8,526.71,550.24
182,209.3,280.28,393.12,460.46,509.6,529.62,553.28
183,210.45,281.82,395.28,462.99,512.4,532.53,556.32
184,211.6,283.36,397.44,465.52,515.2,535.44,559.36
185,212.75,284.9,399.6,468.05,518,538.35,562.4
186,213.9,286.44,401.76,470.58,520.8,541.26,565.44
187,215.05,287.98,403.92,473.11,523.6,544.17,568.48
188,216.2,289.52,406.08,475.64,526.4,547.08,571.52
189,217.35,291.06,408.24,478.17,529.2,549.99,574.56
190,218.5,292.6,410.4,480.7,532,552.9,577.6
191,219.65,294.14,412.56,483.23,534.8,555.81,580.64
192,220.8,295.68,414.72,485.76,537.6,558.72,583.68
193,221.95,297.22,416.88,488.29,540.4,561.63,586.72
194,223.1,298.76,419.04,490.82,543.2,564.54,589.76
195,224.25,300.3,421.2,493.35,546,567.45,592.8
196,225.4,301.84,423.36,495.88,548.8,570.36,595.84
197,226.55,303.38,425.52,498.41,551.6,573.27,598.88
198,227.7,304.92,427.68,500.94,554.4,576.18,601.92
199,228.85,306.46,429.84,503.47,557.2,579.09,604.96
200,230,308,432,506,560,582,608
201,231.15,309.54,434.16,508.53,562.8,584.91,611.04
202,232.3,311.08,436.32,511.06,565.6,587.82,614.08
203,233.45,312.62,438.48,513.59,568.4,590.73,617.12
204,234.6,314.16,440.64,516.12,571.2,593.64,620.16
205,235.75,315.7,442.8,518.65,574,596.55,623.2
206,236.9,317.24,444.96,521.18,576.8,599.46,626.24
207,238.05,318.78,447.12,523.71,579.6,602.37,629.28
208,239.2,320.32,449.28,526.24,582.4,605.28,632.32
209,240.35,321.86,451.44,528.77,585.2,608.19,635.36
210,241.5,323.4,453.6,531.3,588,611.1,638.4
211,242.65,324.94,455.76,533.83,590.8,614.01,641.44
212,243.8,326.48,457.92,536.36,593.6,616.92,644.48
213,244.95,328.02,460.08,538.89,596.4,619.83,647.52
214,246.1,329.56,462.24,541.42,599.2,622.74,650.56
215,247.25,331.1,464.4,543.95,602,625.65,653.6
216,248.4,332.64,466.56,546.48,604.8,628.56,656.64
217,249.55,334.18,468.72,549.01,607.6,631.47,659.68
218,250.7,335.72,470.88,551.54,610.4,634.38,662.72
219,251.85,337.26,473.04,554.07,613.2,637.29,665.76
220,253,338.8,475.2,556.6,616,640.2,668.8
221,254.15,340.34,477.36,559.13,618.8,643.11,671.84
222,255.3,341.88,479.52,561.66,621.6,646.02,674.88
223,256.45,343.42,481.68,564.19,624.4,648.93,677.92
224,257.6,344.96,483.84,566.72,627.2,651.84,680.96
225,258.75,346.5,486,569.25,630,654.75,684
226,259.9,348.04,488.16,571.78,632.8,657.66,687.04
227,261.05,349.58,490.32,574.31,635.6,660.57,690.08
228,262.2,351.12,492.48,576.84,638.4,663.48,693.12
229,263.35,352.66,494.64,579.37,641.2,666.39,696.16
230,264.5,354.2,496.8,581.9,644,669.3,699.2
231,265.65,355.74,498.96,584.43,646.8,672.21,702.24
232,266.8,357.28,501.12,586.96,649.6,675.12,705.28
233,267.95,358.82,503.28,589.49,652.4,678.03,708.32
234,269.1,360.36,505.44,592.02,655.2,680.94,711.36
235,270.25,361.9,507.6,594.55,658,683.85,714.4
236,271.4,363.44,509.76,597.08,660.8,686.76,717.44
237,272.55,364.98,511.92,599.61,663.6,689.67,720.48
238,273.7,366.52,514.08,602.14,666.4,692.58,723.52
239,274.85,368.06,516.24,604.67,669.2,695.49,726.56
240,276,369.6,518.4,607.2,672,698.4,729.6
241,277.15,371.14,520.56,609.73,674.8,701.31,732.64
242,278.3,372.68,522.72,612.26,677.6,704.22,735.68
243,279.45,374.22,524.88,614.79,680.4,707.13,738.72
244,280.6,375.76,527.04,617.32,683.2,710.04,741.76
245,281.75,377.3,529.2,619.85,686,712.95,744.8
246,282.9,378.84,531.36,622.38,688.8,715.86,747.84
247,284.05,380.38,533.52,624.91,691.6,718.77,750.88
248,285.2,381.92,535.68,627.44,694.4,721.68,753.92
249,286.35,383.46,537.84,629.97,697.2,724.59,756.96
250,287.5,385,540,632.5,700,727.5,760
251,288.65,386.54,542.16,635.03,702.8,730.41,763.04
252,289.8,388.08,544.32,637.56,705.6,733.32,766.08
253,290.95,389.62,546.48,640.09,708.4,736.23,769.12
254,292.1,391.16,548.64,642.62,711.2,739.14,772.16
255,293.25,392.7,550.8,645.15,714,742.05,775.2
256,294.4,394.24,552.96,647.68,716.8,744.96,778.24
257,295.55,395.78,555.12,650.21,719.6,747.87,781.28
258,296.7,397.32,557.28,652.74,722.4,750.78,784.32
259,297.85,398.86,559.44,655.27,725.2,753.69,787.36
260,299,400.4,561.6,657.8,728,756.6,790.4
261,300.15,401.94,563.76,660.33,730.8,759.51,793.44
262,301.3,403.48,565.92,662.86,733.6,762.42,796.48
263,302.45,405.02,568.08,665.39,736.4,765.33,799.52
264,303.6,406.56,570.24,667.92,739.2,768.24,802.56
265,304.75,408.1,572.4,670.45,742,771.15,805.6
266,305.9,409.64,574.56,672.98,744.8,774.06,808.64
267,307.05,411.18,576.72,675.51,747.6,776.97,811.68
268,308.2,412.72,578.88,678.04,750.4,779.88,814.72
269,309.35,414.26,581.04,680.57,753.2,782.79,817.76
270,310.5,415.8,583.2,683.1,756,785.7,820.8
271,311.65,417.34,585.36,685.63,758.8,788.61,823.84
272,312.8,418.88,587.52,688.16,761.6,791.52,826.88
273,313.95,420.42,589.68,690.69,764.4,794.43,829.92
274,315.1,421.96,591.84,693.22,767.2,797.34,832.96
275,316.25,423.5,594,695.75,770,800.25,836
276,317.4,425.04,596.16,698.28,772.8,803.16,839.04
277,318.55,426.58,598.32,700.81,775.6,806.07,842.08
278,319.7,428.12,600.48,703.34,778.4,808.98,845.12
279,320.85,429.66,602.64,705.87,781.2,811.89,848.16
280,322,431.2,604.8,708.4,784,814.8,851.2
281,323.15,432.74,606.96,710.93,786.8,817.71,854.24
282,324.3,434.28,609.12,713.46,789.6,820.62,857.28
283,325.45,435.82,611.28,715.99,792.4,823.53,860.32
284,326.6,437.36,613.44,718.52,795.2,826.44,863.36
285,327.75,438.9,615.6,721.05,798,829.35,866.4
286,328.9,440.44,617.76,723.58,800.8,832.26,869.44
287,330.05,441.98,619.92,726.11,803.6,835.17,872.48
288,331.2,443.52,622.08,728.64,806.4,838.08,875.52
289,332.35,445.06,624.24,731.17,809.2,840.99,878.56
290,333.5,446.6,626.4,733.7,812,843.9,881.6
291,334.65,448.14,628.56,736.23,814.8,846.81,884.64
292,335.8,449.68,630.72,738.76,817.6,849.72,887.68
293,336.95,451.22,632.88,741.29,820.4,852.63,890.72
294,338.1,452.76,635.04,743.82,823.2,855.54,893.76
295,339.25,454.3,637.2,746.35,826,858.45,896.8
296,340.4,455.84,639.36,748.88,828.8,861.36,899.84
297,341.55,457.38,641.52,751.41,831.6,864.27,902.88
298,342.7,458.92,643.68,753.94,834.4,867.18,905.92
299,343.85,460.46,645.84,756.47,837.2,870.09,908.96
300,345,462,648,759,840,873,912
301,346.15,463.54,650.16,761.53,842.8,875.91,915.04
302,347.3,465.08,652.32,764.06,845.6,878.82,918.08
303,348.45,466.62,654.48,766.59,848.4,881.73,921.12
304,349.6,468.16,656.64,769.12,851.2,884.64,924.16
305,350.75,469.7,658.8,771.65,854,887.55,927.2
306,351.9,471.24,660.96,774.18,856.8,890.46,930.24
307,353.05,472.78,663.12,776.71,859.6,893.37,933.28
308,354.2,474.32,665.28,779.24,862.4,896.28,936.32
309,355.35,475.86,667.44,781.77,865.2,899.19,939.36
310,356.5,477.4,669.6,784.3,868,902.1,942.4
311,357.65,478.94,671.76,786.83,870.8,905.01,945.44
312,358.8,480.48,673.92,789.36,873.6,907.92,948.48
313,359.95,482.02,676.08,791.89,876.4,910.83,951.52
314,361.1,483.56,678.24,794.42,879.2,913.74,954.56
315,362.25,485.1,680.4,796.95,882,916.65,957.6
316,363.4,486.64,682.56,799.48,884.8,919.56,960.64
317,364.55,488.18,684.72,802.01,887.6,922.47,963.68
318,365.7,489.72,686.88,804.54,890.4,925.38,966.72
319,366.85,491.26,689.04,807.07,893.2,928.29,969.76
320,368,492.8,691.2,809.6,896,931.2,972.8
321,369.15,494.34,693.36,812.13,898.8,934.11,975.84
322,370.3,495.88,695.52,814.66,901.6,937.02,978.88
323,371.45,497.42,697.68,817.19,904.4,939.93,981.92
324,372.6,498.96,699.84,819.72,907.2,942.84,984.96
325,373.75,500.5,702,822.25,910,945.75,988
326,374.9,502.04,704.16,824.78,912.8,948.66,991.04
327,376.05,503.58,706.32,827.31,915.6,951.57,994.08
328,377.2,505.12,708.48,829.84,918.4,954.48,997.12
329,378.35,506.66,710.64,832.37,921.2,957.39,1000.16
330,379.5,508.2,712.8,834.9,924,960.3,1003.2
331,380.65,509.74,714.96,837.43,926.8,963.21,1006.24
332,381.8,511.28,717.12,839.96,929.6,966.12,1009.28
333,382.95,512.82,719.28,842.49,932.4,969.03,1012.32
334,384.1,514.36,721.44,845.02,935.2,971.94,1015.36
335,385.25,515.9,723.6,847.55,938,974.85,1018.4
336,386.4,517.44,725.76,850.08,940.8,977.76,1021.44
337,387.55,518.98,727.92,852.61,943.6,980.67,1024.48
338,388.7,520.52,730.08,855.14,946.4,983.58,1027.52
339,389.85,522.06,732.24,857.67,949.2,986.49,1030.56
340,391,523.6,734.4,860.2,952,989.4,1033.6
341,392.15,525.14,736.56,862.73,954.8,992.31,1036.64
342,393.3,526.68,738.72,865.26,957.6,995.22,1039.68
343,394.45,528.22,740.88,867.79,960.4,998.13,1042.72
344,395.6,529.76,743.04,870.32,963.2,1001.04,1045.76
345,396.75,531.3,745.2,872.85,966,1003.95,1048.8
346,397.9,532.84,747.36,875.38,968.8,1006.86,1051.84
347,399.05,534.38,749.52,877.91,971.6,1009.77,1054.88
348,400.2,535.92,751.68,880.44,974.4,1012.68,1057.92
349,401.35,537.46,753.84,882.97,977.2,1015.59,1060.96
350,402.5,539,756,885.5,980,1018.5,1064
351,403.65,540.54,758.16,888.03,982.8,1021.41,1067.04
352,404.8,542.08,760.32,890.56,985.6,1024.32,1070.08
353,405.95,543.62,762.48,893.09,988.4,1027.23,1073.12
354,407.1,545.16,764.64,895.62,991.2,1030.14,1076.16
355,408.25,546.7,766.8,898.15,994,1033.05,1079.2
356,409.4,548.24,768.96,900.68,996.8,1035.96,1082.24
357,410.55,549.78,771.12,903.21,999.6,1038.87,1085.28
358,411.7,551.32,773.28,905.74,1002.4,1041.78,1088.32
359,412.85,552.86,775.44,908.27,1005.2,1044.69,1091.36
360,414,554.4,777.6,910.8,1008,1047.6,1094.4
361,415.15,555.94,779.76,913.33,1010.8,1050.51,1097.44
362,416.3,557.48,781.92,915.86,1013.6,1053.42,1100.48
363,417.45,559.02,784.08,918.39,1016.4,1056.33,1103.52
364,418.6,560.56,786.24,920.92,1019.2,1059.24,1106.56
365,419.75,562.1,788.4,923.45,1022,1062.15,1109.6
366,420.9,563.64,790.56,925.98,1024.8,1065.06,1112.64
367,422.05,565.18,792.72,928.51,1027.6,1067.97,1115.68
368,423.2,566.72,794.88,931.04,1030.4,1070.88,1118.72
369,424.35,568.26,797.04,933.57,1033.2,1073.79,1121.76
370,425.5,569.8,799.2,936.1,1036,1076.7,1124.8
371,426.65,571.34,801.36,938.63,1038.8,1079.61,1127.84
372,427.8,572.88,803.52,941.16,1041.6,1082.52,1130.88
373,428.95,574.42,805.68,943.69,1044.4,1085.43,1133.92
374,430.1,575.96,807.84,946.22,1047.2,1088.34,1136.96
375,431.25,577.5,810,948.75,1050,1091.25,1140
376,432.4,579.04,812.16,951.28,1052.8,1094.16,1143.04
377,433.55,580.58,814.32,953.81,1055.6,1097.07,1146.08
378,434.7,582.12,816.48,956.34,1058.4,1099.98,1149.12
379,435.85,583.66,818.64,958.87,1061.2,1102.89,1152.16
380,437,585.2,820.8,961.4,1064,1105.8,1155.2
381,438.15,586.74,822.96,963.93,1066.8,1108.71,1158.24
382,439.3,588.28,825.12,966.46,1069.6,1111.62,1161.28
383,440.45,589.82,827.28,968.99,1072.4,1114.53,1164.32
384,441.6,591.36,829.44,971.52,1075.2,1117.44,1167.36
385,442.75,592.9,831.6,974.05,1078,1120.35,1170.4
386,443.9,594.44,833.76,976.58,1080.8,1123.26,1173.44
387,445.05,595.98,835.92,979.11,1083.6,1126.17,1176.48
388,446.2,597.52,838.08,981.64,1086.4,1129.08,1179.52
389,447.35,599.06,840.24,984.17,1089.2,1131.99,1182.56
390,448.5,600.6,842.4,986.7,1092,1134.9,1185.6
391,449.65,602.14,844.56,989.23,1094.8,1137.81,1188.64
392,450.8,603.68,846.72,991.76,1097.6,1140.72,1191.68
393,451.95,605.22,848.88,994.29,1100.4,1143.63,1194.72
394,453.1,606.76,851.04,996.82,1103.2,1146.54,1197.76
395,454.25,608.3,853.2,999.35,1106,1149.45,1200.8
396,455.4,609.84,855.36,1001.88,1108.8,1152.36,1203.84
397,456.55,611.38,857.52,1004.41,1111.6,1155.27,1206.88
398,457.7,612.92,859.68,1006.94,1114.4,1158.18,1209.92
399,458.85,614.46,861.84,1009.47,1117.2,1161.09,1212.96
400,460,616,864,1012,1120,1164,1216
401,461.15,617.54,866.16,1014.53,1122.8,1166.91,1219.04
402,462.3,619.08,868.32,1017.06,1125.6,1169.82,1222.08
403,463.45,620.62,870.48,1019.59,1128.4,1172.73,1225.12
404,464.6,622.16,872.64,1022.12,1131.2,1175.64,1228.16
405,465.75,623.7,874.8,1024.65,1134,1178.55,1231.2
406,466.9,625.24,876.96,1027.18,1136.8,1181.46,1234.24
407,468.05,626.78,879.12,1029.71,1139.6,1184.37,1237.28
408,469.2,628.32,881.28,1032.24,1142.4,1187.28,1240.32
409,470.35,629.86,883.44,1034.77,1145.2,1190.19,1243.36
410,471.5,631.4,885.6,1037.3,1148,1193.1,1246.4
411,472.65,632.94,887.76,1039.83,1150.8,1196.01,1249.44
412,473.8,634.48,889.92,1042.36,1153.6,1198.92,1252.48
413,474.95,636.02,892.08,1044.89,1156.4,1201.83,1255.52
414,476.1,637.56,894.24,1047.42,1159.2,1204.74,1258.56
415,477.25,639.1,896.4,1049.95,1162,1207.65,1261.6
416,478.4,640.64,898.56,1052.48,1164.8,1210.56,1264.64
417,479.55,642.18,900.72,1055.01,1167.6,1213.47,1267.68
418,480.7,643.72,902.88,1057.54,1170.4,1216.38,1270.72
419,481.85,645.26,905.04,1060.07,1173.2,1219.29,1273.76
420,483,646.8,907.2,1062.6,1176,1222.2,1276.8
421,484.15,648.34,909.36,1065.13,1178.8,1225.11,1279.84
422,485.3,649.88,911.52,1067.66,1181.6,1228.02,1282.88
423,486.45,651.42,913.68,1070.19,1184.4,1230.93,1285.92
424,487.6,652.96,915.84,1072.72,1187.2,1233.84,1288.96
425,488.75,654.5,918,1075.25,1190,1236.75,1292
426,489.9,656.04,920.16,1077.78,1192.8,1239.66,1295.04
427,491.05,657.58,922.32,1080.31,1195.6,1242.57,1298.08
428,492.2,659.12,924.48,1082.84,1198.4,1245.48,1301.12
429,493.35,660.66,926.64,1085.37,1201.2,1248.39,1304.16
430,494.5,662.2,928.8,1087.9,1204,1251.3,1307.2
431,495.65,663.74,930.96,1090.43,1206.8,1254.21,1310.24
432,496.8,665.28,933.12,1092.96,1209.6,1257.12,1313.28
433,497.95,666.82,935.28,1095.49,1212.4,1260.03,1316.32
434,499.1,668.36,937.44,1098.02,1215.2,1262.94,1319.36
435,500.25,669.9,939.6,1100.55,1218,1265.85,1322.4
436,501.4,671.44,941.76,1103.08,1220.8,1268.76,1325.44
437,502.55,672.98,943.92,1105.61,1223.6,1271.67,1328.48
438,503.7,674.52,946.08,1108.14,1226.4,1274.58,1331.52
439,504.85,676.06,948.24,1110.67,1229.2,1277.49,1334.56
440,506,677.6,950.4,1113.2,1232,1280.4,1337.6
441,507.15,679.14,952.56,1115.73,1234.8,1283.31,1340.64
442,508.3,680.68,954.72,1118.26,1237.6,1286.22,1343.68
443,509.45,682.22,956.88,1120.79,1240.4,1289.13,1346.72
444,510.6,683.76,959.04,1123.32,1243.2,1292.04,1349.76
445,511.75,685.3,961.2,1125.85,1246,1294.95,1352.8
446,512.9,686.84,963.36,1128.38,1248.8,1297.86,1355.84
447,514.05,688.38,965.52,1130.91,1251.6,1300.77,1358.88
448,515.2,689.92,967.68,1133.44,1254.4,1303.68,1361.92
449,516.35,691.46,969.84,1135.97,1257.2,1306.59,1364.96
450,517.5,693,972,1138.5,1260,1309.5,1368
451,518.65,694.54,974.16,1141.03,1262.8,1312.41,1371.04
452,519.8,696.08,976.32,1143.56,1265.6,1315.32,1374.08
453,520.95,697.62,978.48,1146.09,1268.4,1318.23,1377.12
454,522.1,699.16,980.64,1148.62,1271.2,1321.14,1380.16
455,523.25,700.7,982.8,1151.15,1274,1324.05,1383.2
456,524.4,702.24,984.96,1153.68,1276.8,1326.96,1386.24
457,525.55,703.78,987.12,1156.21,1279.6,1329.87,1389.28
458,526.7,705.32,989.28,1158.74,1282.4,1332.78,1392.32
459,527.85,706.86,991.44,1161.27,1285.2,1335.69,1395.36
