zip,surcharge,country
03836,1.75,US
03837,1.75,US
03838,1.75,US
03844,1.75,US
03845,1.75,US
03846,1.75,US
03847,1.75,US
03849,1.75,US
03850,1.75,US
03852,1.75,US
03853,1.75,US
03855,1.75,US
03856,1.75,US
03860,1.75,US
03864,1.75,US
03872,1.75,US
03875,1.75,US
03882,1.75,US
03883,1.75,US
03884,1.75,US
03886,1.75,US
03887,1.75,US
03890,1.75,US
03894,1.75,US
03896,1.75,US
03897,1.75,US
03901,1.75,US
03902,1.75,US
03905,1.75,US
03906,1.75,US
03908,1.75,US
03909,1.75,US
03910,1.75,US
03911,1.75,US
04001,1.75,US
04002,1.75,US
04008,1.75,US
04009,1.75,US
04010,1.75,US
04013,1.75,US
04014,1.75,US
04015,1.75,US
04016,1.75,US
04017,1.75,US
04019,1.75,US
04020,1.75,US
04022,1.75,US
04024,1.75,US
04027,1.75,US
04028,1.75,US
04029,1.75,US
04030,1.75,US
04032,1.75,US
04033,1.75,US
04034,1.75,US
04037,1.75,US
04038,1.75,US
04039,1.75,US
04040,1.75,US
04041,1.75,US
04042,1.75,US
04046,1.75,US
04047,1.75,US
04048,1.75,US
04049,1.75,US
04050,1.75,US
04051,1.75,US
04053,1.75,US
04054,1.75,US
04055,1.75,US
04056,1.75,US
04057,1.75,US
04061,1.75,US
04068,1.75,US
04069,1.75,US
04071,1.75,US
04075,1.75,US
04076,1.75,US
04077,1.75,US
04078,1.75,US
04079,1.75,US
04081,1.75,US
04084,1.75,US
04085,1.75,US
04087,1.75,US
04088,1.75,US
04090,1.75,US
04091,1.75,US
04093,1.75,US
04095,1.75,US
04097,1.75,US
04216,1.75,US
04217,1.75,US
04219,1.75,US
04220,1.75,US
04221,1.75,US
04222,1.75,US
04224,1.75,US
04225,1.75,US
04226,1.75,US
04227,1.75,US
04228,1.75,US
04230,1.75,US
04231,1.75,US
04234,1.75,US
04236,1.75,US
04237,1.75,US
04238,1.75,US
04239,1.75,US
04253,1.75,US
04254,1.75,US
04255,1.75,US
04256,1.75,US
04257,1.75,US
04258,1.75,US
04259,1.75,US
04260,1.75,US
04261,1.75,US
04262,1.75,US
04263,1.75,US
04265,1.75,US
04266,1.75,US
04267,1.75,US
04268,1.75,US
04270,1.75,US
04271,1.75,US
04274,1.75,US
04275,1.75,US
04276,1.75,US
04278,1.75,US
04280,1.75,US
04281,1.75,US
04282,1.75,US
04283,1.75,US
04284,1.75,US
04285,1.75,US
04286,1.75,US
04287,1.75,US
04288,1.75,US
04289,1.75,US
04290,1.75,US
04291,1.75,US
04292,1.75,US
04294,1.75,US
04330,1.75,US
04332,1.75,US
04336,1.75,US
04338,1.75,US
04341,1.75,US
04342,1.75,US
04343,1.75,US
04345,1.75,US
04346,1.75,US
04348,1.75,US
04349,1.75,US
04350,1.75,US
04352,1.75,US
04353,1.75,US
04354,1.75,US
04355,1.75,US
04357,1.75,US
04358,1.75,US
04359,1.75,US
04360,1.75,US
04363,1.75,US
04364,1.75,US
04406,1.75,US
04408,1.75,US
04410,1.75,US
04411,1.75,US
04413,1.75,US
04414,1.75,US
04415,1.75,US
04416,1.75,US
04417,1.75,US
04418,1.75,US
04419,1.75,US
04420,1.75,US
04421,1.75,US
04422,1.75,US
04423,1.75,US
04424,1.75,US
04426,1.75,US
04427,1.75,US
04428,1.75,US
04429,1.75,US
04430,1.75,US
04431,1.75,US
04434,1.75,US
04435,1.75,US
04438,1.75,US
04441,1.75,US
04442,1.75,US
04443,1.75,US
04444,1.75,US
04448,1.75,US
04449,1.75,US
04450,1.75,US
04451,1.75,US
04453,1.75,US
04454,1.75,US
04455,1.75,US
04456,1.75,US
04457,1.75,US
04459,1.75,US
04460,1.75,US
04461,1.75,US
04463,1.75,US
04464,1.75,US
04467,1.75,US
04468,1.75,US
04471,1.75,US
04472,1.75,US
04474,1.75,US
04475,1.75,US
04476,1.75,US
04478,1.75,US
04479,1.75,US
04481,1.75,US
04485,1.75,US
04487,1.75,US
04488,1.75,US
04489,1.75,US
04490,1.75,US
04491,1.75,US
04492,1.75,US
04493,1.75,US
04495,1.75,US
04496,1.75,US
04497,1.75,US
04535,1.75,US
04536,1.75,US
04537,1.75,US
04539,1.75,US
04541,1.75,US
04543,1.75,US
04547,1.75,US
04548,1.75,US
04551,1.75,US
04552,1.75,US
04553,1.75,US
04555,1.75,US
04556,1.75,US
04558,1.75,US
04562,1.75,US
04563,1.75,US
04564,1.75,US
04565,1.75,US
04567,1.75,US
04568,1.75,US
04570,1.75,US
04571,1.75,US
04572,1.75,US
04573,1.75,US
04574,1.75,US
04575,1.75,US
04576,1.75,US
04578,1.75,US
04579,1.75,US
04605,1.75,US
04606,1.75,US
04607,1.75,US
04609,1.75,US
04611,1.75,US
04612,1.75,US
04613,1.75,US
04614,1.75,US
04615,1.75,US
04616,1.75,US
04617,1.75,US
04619,1.75,US
04622,1.75,US
04623,1.75,US
04624,1.75,US
04625,1.75,US
04626,1.75,US
04627,1.75,US
04628,1.75,US
04629,1.75,US
04630,1.75,US
04634,1.75,US
04635,1.75,US
04637,1.75,US
04640,1.75,US
04642,1.75,US
04643,1.75,US
04644,1.75,US
04645,1.75,US
04646,1.75,US
04648,1.75,US
04649,1.75,US
04650,1.75,US
04652,1.75,US
04653,1.75,US
04654,1.75,US
04655,1.75,US
04656,1.75,US
04657,1.75,US
04658,1.75,US
04660,1.75,US
04662,1.75,US
04664,1.75,US
04665,1.75,US
04666,1.75,US
04667,1.75,US
04668,1.75,US
04669,1.75,US
04671,1.75,US
04672,1.75,US
04673,1.75,US
04674,1.75,US
04675,1.75,US
04676,1.75,US
04677,1.75,US
04679,1.75,US
04680,1.75,US
04681,1.75,US
04683,1.75,US
04684,1.75,US
04685,1.75,US
04686,1.75,US
04690,1.75,US
04691,1.75,US
04693,1.75,US
04694,1.75,US
04730,1.75,US
04732,1.75,US
04733,1.75,US
04734,1.75,US
04735,1.75,US
04736,1.75,US
04737,1.75,US
04738,1.75,US
04739,1.75,US
04740,1.75,US
04741,1.75,US
04742,1.75,US
04743,1.75,US
04744,1.75,US
04745,1.75,US
04746,1.75,US
04747,1.75,US
04750,1.75,US
04751,1.75,US
04756,1.75,US
04757,1.75,US
04758,1.75,US
04759,1.75,US
04760,1.75,US
04761,1.75,US
04762,1.75,US
04763,1.75,US
04764,1.75,US
04765,1.75,US
04766,1.75,US
04768,1.75,US
04769,1.75,US
04770,1.75,US
04772,1.75,US
04773,1.75,US
04774,1.75,US
04775,1.75,US
04776,1.75,US
04777,1.75,US
04779,1.75,US
04780,1.75,US
04781,1.75,US
04782,1.75,US
04783,1.75,US
04785,1.75,US
04786,1.75,US
04787,1.75,US
04788,1.75,US
04846,1.75,US
04847,1.75,US
04848,1.75,US
04849,1.75,US
04850,1.75,US
04851,1.75,US
04852,1.75,US
04853,1.75,US
04854,1.75,US
04855,1.75,US
04856,1.75,US
04857,1.75,US
04858,1.75,US
04859,1.75,US
04860,1.75,US
04862,1.75,US
04863,1.75,US
04864,1.75,US
04865,1.75,US
04910,1.75,US
04911,1.75,US
04912,1.75,US
04915,1.75,US
04917,1.75,US
04918,1.75,US
04920,1.75,US
04921,1.75,US
04922,1.75,US
04923,1.75,US
04924,1.75,US
04925,1.75,US
04926,1.75,US
04927,1.75,US
04928,1.75,US
04929,1.75,US
04930,1.75,US
04932,1.75,US
04933,1.75,US
04935,1.75,US
04936,1.75,US
04937,1.75,US
04938,1.75,US
04939,1.75,US
04940,1.75,US
04941,1.75,US
04942,1.75,US
04943,1.75,US
04944,1.75,US
04945,1.75,US
04947,1.75,US
04949,1.75,US
04950,1.75,US
04951,1.75,US
04952,1.75,US
04953,1.75,US
04954,1.75,US
04955,1.75,US
04956,1.75,US
04957,1.75,US
04958,1.75,US
04961,1.75,US
04962,1.75,US
04963,1.75,US
04964,1.75,US
04965,1.75,US
04966,1.75,US
04967,1.75,US
04969,1.75,US
04970,1.75,US
04971,1.75,US
04972,1.75,US
04973,1.75,US
04974,1.75,US
04975,1.75,US
04976,1.75,US
04978,1.75,US
04979,1.75,US
04981,1.75,US
04982,1.75,US
04983,1.75,US
04984,1.75,US
04985,1.75,US
04986,1.75,US
04987,1.75,US
04988,1.75,US
04989,1.75,US
04992,1.75,US
05001,1.75,US
05009,1.75,US
05030,1.75,US
05031,1.75,US
05032,1.75,US
05033,1.75,US
05034,1.75,US
05035,1.75,US
05036,1.75,US
05037,1.75,US
05038,1.75,US
05039,1.75,US
05040,1.75,US
05041,1.75,US
05042,1.75,US
05043,1.75,US
05045,1.75,US
05046,1.75,US
05047,1.75,US
05048,1.75,US
05049,1.75,US
05050,1.75,US
05051,1.75,US
05052,1.75,US
05053,1.75,US
05054,1.75,US
05055,1.75,US
05056,1.75,US
05058,1.75,US
05059,1.75,US
05060,1.75,US
05061,1.75,US
05062,1.75,US
05065,1.75,US
05067,1.75,US
05068,1.75,US
05069,1.75,US
05070,1.75,US
05071,1.75,US
05072,1.75,US
05073,1.75,US
05074,1.75,US
05075,1.75,US
05076,1.75,US
05077,1.75,US
05079,1.75,US
05081,1.75,US
05083,1.75,US
05084,1.75,US
05085,1.75,US
05086,1.75,US
05088,1.75,US
05089,1.75,US
05091,1.75,US
05101,1.75,US
05141,1.75,US
05142,1.75,US
05143,1.75,US
05144,1.75,US
05146,1.75,US
05148,1.75,US
05149,1.75,US
05151,1.75,US
05152,1.75,US
05153,1.75,US
05155,1.75,US
05156,1.75,US
05158,1.75,US
05159,1.75,US
05161,1.75,US
05201,1.75,US
05250,1.75,US
05251,1.75,US
05253,1.75,US
05254,1.75,US
05255,1.75,US
05260,1.75,US
05261,1.75,US
05262,1.75,US
05301,1.75,US
05302,1.75,US
05303,1.75,US
05304,1.75,US
05340,1.75,US
05341,1.75,US
05342,1.75,US
05343,1.75,US
05344,1.75,US
05345,1.75,US
05346,1.75,US
05350,1.75,US
05351,1.75,US
05352,1.75,US
05353,1.75,US
05354,1.75,US
05355,1.75,US
05356,1.75,US
05357,1.75,US
05358,1.75,US
05359,1.75,US
05360,1.75,US
05361,1.75,US
05362,1.75,US
05363,1.75,US
05440,1.75,US
05441,1.75,US
05442,1.75,US
05443,1.75,US
05444,1.75,US
05445,1.75,US
05447,1.75,US
05448,1.75,US
05450,1.75,US
05454,1.75,US
05455,1.75,US
05456,1.75,US
05457,1.75,US
05458,1.75,US
05459,1.75,US
05460,1.75,US
05461,1.75,US
05462,1.75,US
05463,1.75,US
05464,1.75,US
05465,1.75,US
05466,1.75,US
05468,1.75,US
05469,1.75,US
05470,1.75,US
05471,1.75,US
05472,1.75,US
05473,1.75,US
05474,1.75,US
05476,1.75,US
05477,1.75,US
05483,1.75,US
05485,1.75,US
05486,1.75,US
05487,1.75,US
05488,1.75,US
05489,1.75,US
05490,1.75,US
05491,1.75,US
05492,1.75,US
05494,1.75,US
05601,1.75,US
05602,1.75,US
05603,1.75,US
05604,1.75,US
05609,1.75,US
05620,1.75,US
05633,1.75,US
05640,1.75,US
05647,1.75,US
05648,1.75,US
05650,1.75,US
05651,1.75,US
05652,1.75,US
05653,1.75,US
05654,1.75,US
05655,1.75,US
05656,1.75,US
05657,1.75,US
05658,1.75,US
05660,1.75,US
05661,1.75,US
05662,1.75,US
05663,1.75,US
05664,1.75,US
05665,1.75,US
05666,1.75,US
05667,1.75,US
05669,1.75,US
05670,1.75,US
05671,1.75,US
05672,1.75,US
05673,1.75,US
05674,1.75,US
05675,1.75,US
05676,1.75,US
05677,1.75,US
05678,1.75,US
05679,1.75,US
05680,1.75,US
05681,1.75,US
05682,1.75,US
05730,1.75,US
05731,1.75,US
05732,1.75,US
05733,1.75,US
05734,1.75,US
05735,1.75,US
05736,1.75,US
05737,1.75,US
05738,1.75,US
05739,1.75,US
05740,1.75,US
05741,1.75,US
05742,1.75,US
05743,1.75,US
05744,1.75,US
05745,1.75,US
05746,1.75,US
05747,1.75,US
05748,1.75,US
05750,1.75,US
05751,1.75,US
05753,1.75,US
05757,1.75,US
05758,1.75,US
05759,1.75,US
05760,1.75,US
05761,1.75,US
05762,1.75,US
05763,1.75,US
05764,1.75,US
05765,1.75,US
05766,1.75,US
05767,1.75,US
05768,1.75,US
05769,1.75,US
05770,1.75,US
05772,1.75,US
05773,1.75,US
05774,1.75,US
05775,1.75,US
05776,1.75,US
05777,1.75,US
05778,1.75,US
05819,1.75,US
05820,1.75,US
05821,1.75,US
05822,1.75,US
05823,1.75,US
05824,1.75,US
05825,1.75,US
05826,1.75,US
05827,1.75,US
05828,1.75,US
05829,1.75,US
05830,1.75,US
05832,1.75,US
05833,1.75,US
05836,1.75,US
05837,1.75,US
05838,1.75,US
05839,1.75,US
05840,1.75,US
05841,1.75,US
05842,1.75,US
05843,1.75,US
05845,1.75,US
05846,1.75,US
05847,1.75,US
05848,1.75,US
05849,1.75,US
05850,1.75,US
05851,1.75,US
05853,1.75,US
05855,1.75,US
05857,1.75,US
05858,1.75,US
05859,1.75,US
05860,1.75,US
05861,1.75,US
05862,1.75,US
05863,1.75,US
05866,1.75,US
05867,1.75,US
05868,1.75,US
05871,1.75,US
05872,1.75,US
05873,1.75,US
05874,1.75,US
05875,1.75,US
05901,1.75,US
05902,1.75,US
05903,1.75,US
05904,1.75,US
05905,1.75,US
05906,1.75,US
05907,1.75,US
06021,1.75,US
06024,1.75,US
06027,1.75,US
06031,1.75,US
06039,1.75,US
06057,1.75,US
06058,1.75,US
06059,1.75,US
06060,1.75,US
06061,1.75,US
06063,1.75,US
06065,1.75,US
06068,1.75,US
06069,1.75,US
06075,1.75,US
06076,1.75,US
06077,1.75,US
06079,1.75,US
06090,1.75,US
06091,1.75,US
06093,1.75,US
06094,1.75,US
06098,1.75,US
06230,1.75,US
06231,1.75,US
06232,1.75,US
06233,1.75,US
06234,1.75,US
06235,1.75,US
06241,1.75,US
06242,1.75,US
06244,1.75,US
06245,1.75,US
06246,1.75,US
06247,1.75,US
06249,1.75,US
06250,1.75,US
06254,1.75,US
06255,1.75,US
06256,1.75,US
06258,1.75,US
06259,1.75,US
06262,1.75,US
06263,1.75,US
06264,1.75,US
06265,1.75,US
06267,1.75,US
06277,1.75,US
06278,1.75,US
06279,1.75,US
06280,1.75,US
06281,1.75,US
06282,1.75,US
06330,1.75,US
06331,1.75,US
06334,1.75,US
06337,1.75,US
06350,1.75,US
06354,1.75,US
06359,1.75,US
06365,1.75,US
06371,1.75,US
06373,1.75,US
06376,1.75,US
06377,1.75,US
06383,1.75,US
06384,1.75,US
06419,1.75,US
06420,1.75,US
06423,1.75,US
06438,1.75,US
06439,1.75,US
06441,1.75,US
06474,1.75,US
06751,1.75,US
06752,1.75,US
06753,1.75,US
06754,1.75,US
06756,1.75,US
06757,1.75,US
06758,1.75,US
06759,1.75,US
06763,1.75,US
06777,1.75,US
06778,1.75,US
06783,1.75,US
06784,1.75,US
06785,1.75,US
06791,1.75,US
06793,1.75,US
06794,1.75,US
06796,1.75,US
07428,1.75,US
07435,1.75,US
07460,1.75,US
07461,1.75,US
07462,1.75,US
07821,1.75,US
07822,1.75,US
07825,1.75,US
07826,1.75,US
07827,1.75,US
07832,1.75,US
07833,1.75,US
07837,1.75,US
07838,1.75,US
07839,1.75,US
07844,1.75,US
07846,1.75,US
07851,1.75,US
07865,1.75,US
07879,1.75,US
07881,1.75,US
07890,1.75,US
07931,1.75,US
07938,1.75,US
07977,1.75,US
08001,1.75,US
08014,1.75,US
08019,1.75,US
08022,1.75,US
08025,1.75,US
08037,1.75,US
08038,1.75,US
08039,1.75,US
08062,1.75,US
08064,1.75,US
08067,1.75,US
08072,1.75,US
08074,1.75,US
08079,1.75,US
08088,1.75,US
08089,1.75,US
08092,1.75,US
08095,1.75,US
08098,1.75,US
08210,1.75,US
08213,1.75,US
08214,1.75,US
08215,1.75,US
08217,1.75,US
08218,1.75,US
08230,1.75,US
08240,1.75,US
08245,1.75,US
08246,1.75,US
08250,1.75,US
08252,1.75,US
08270,1.75,US
08310,1.75,US
08311,1.75,US
08314,1.75,US
08315,1.75,US
08317,1.75,US
08318,1.75,US
08319,1.75,US
08321,1.75,US
08323,1.75,US
08327,1.75,US
08329,1.75,US
08330,1.75,US
08340,1.75,US
08342,1.75,US
08343,1.75,US
08345,1.75,US
08347,1.75,US
08349,1.75,US
08501,1.75,US
08514,1.75,US
08535,1.75,US
08551,1.75,US
08556,1.75,US
08557,1.75,US
08559,1.75,US
08802,1.75,US
08803,1.75,US
08825,1.75,US
08833,1.75,US
08834,1.75,US
08848,1.75,US
08867,1.75,US
08868,1.75,US
10516,1.75,US
10524,1.75,US
10545,1.75,US
10576,1.75,US
10597,1.75,US
10910,1.75,US
10911,1.75,US
10916,1.75,US
10926,1.75,US
10933,1.75,US
10958,1.75,US
10969,1.75,US
10973,1.75,US
10974,1.75,US
10975,1.75,US
10987,1.75,US
10988,1.75,US
10998,1.75,US
11933,1.75,US
11957,1.75,US
11960,1.75,US
11976,1.75,US
11977,1.75,US
12007,1.75,US
12009,1.75,US
12010,1.75,US
12015,1.75,US
12016,1.75,US
12017,1.75,US
12018,1.75,US
12022,1.75,US
12023,1.75,US
12024,1.75,US
12025,1.75,US
12028,1.75,US
12029,1.75,US
12031,1.75,US
12032,1.75,US
12035,1.75,US
12036,1.75,US
12037,1.75,US
12040,1.75,US
12041,1.75,US
12042,1.75,US
12043,1.75,US
12045,1.75,US
12046,1.75,US
12050,1.75,US
12052,1.75,US
12053,1.75,US
12055,1.75,US
12056,1.75,US
12057,1.75,US
12058,1.75,US
12059,1.75,US
12060,1.75,US
12062,1.75,US
12063,1.75,US
12064,1.75,US
12066,1.75,US
12067,1.75,US
12068,1.75,US
12069,1.75,US
12070,1.75,US
12071,1.75,US
12072,1.75,US
12073,1.75,US
12074,1.75,US
12075,1.75,US
12076,1.75,US
12078,1.75,US
12082,1.75,US
12083,1.75,US
12085,1.75,US
12087,1.75,US
12089,1.75,US
12090,1.75,US
12092,1.75,US
12093,1.75,US
12094,1.75,US
12106,1.75,US
12107,1.75,US
12108,1.75,US
12115,1.75,US
12116,1.75,US
12117,1.75,US
12120,1.75,US
12121,1.75,US
12122,1.75,US
12123,1.75,US
12124,1.75,US
12125,1.75,US
12131,1.75,US
12132,1.75,US
12133,1.75,US
12134,1.75,US
12136,1.75,US
12137,1.75,US
12138,1.75,US
12139,1.75,US
12140,1.75,US
12141,1.75,US
12143,1.75,US
12147,1.75,US
12149,1.75,US
12150,1.75,US
12153,1.75,US
12154,1.75,US
12155,1.75,US
12156,1.75,US
12157,1.75,US
12158,1.75,US
12160,1.75,US
12164,1.75,US
12165,1.75,US
12166,1.75,US
12167,1.75,US
12168,1.75,US
12169,1.75,US
12170,1.75,US
12172,1.75,US
12173,1.75,US
12174,1.75,US
12175,1.75,US
12176,1.75,US
12177,1.75,US
12184,1.75,US
12185,1.75,US
12186,1.75,US
12187,1.75,US
12190,1.75,US
12192,1.75,US
12193,1.75,US
12194,1.75,US
12195,1.75,US
12197,1.75,US
12404,1.75,US
12405,1.75,US
12406,1.75,US
12407,1.75,US
12409,1.75,US
12410,1.75,US
12413,1.75,US
12414,1.75,US
12416,1.75,US
12417,1.75,US
12418,1.75,US
12419,1.75,US
12420,1.75,US
12421,1.75,US
12422,1.75,US
12423,1.75,US
12424,1.75,US
12427,1.75,US
12428,1.75,US
12429,1.75,US
12430,1.75,US
12431,1.75,US
12433,1.75,US
12434,1.75,US
12435,1.75,US
12436,1.75,US
12438,1.75,US
12439,1.75,US
12440,1.75,US
12441,1.75,US
12442,1.75,US
12444,1.75,US
12446,1.75,US
12448,1.75,US
12450,1.75,US
12451,1.75,US
12452,1.75,US
12453,1.75,US
12454,1.75,US
12455,1.75,US
12457,1.75,US
12458,1.75,US
12459,1.75,US
12460,1.75,US
12461,1.75,US
12464,1.75,US
12465,1.75,US
12468,1.75,US
12469,1.75,US
12470,1.75,US
12471,1.75,US
12473,1.75,US
12474,1.75,US
12475,1.75,US
12480,1.75,US
12481,1.75,US
12483,1.75,US
12484,1.75,US
12485,1.75,US
12487,1.75,US
12489,1.75,US
12490,1.75,US
12491,1.75,US
12492,1.75,US
12493,1.75,US
12494,1.75,US
12495,1.75,US
12496,1.75,US
12498,1.75,US
12501,1.75,US
12502,1.75,US
12503,1.75,US
12504,1.75,US
12506,1.75,US
12507,1.75,US
12510,1.75,US
12514,1.75,US
12516,1.75,US
12517,1.75,US
12521,1.75,US
12522,1.75,US
12523,1.75,US
12525,1.75,US
12526,1.75,US
12528,1.75,US
12529,1.75,US
12530,1.75,US
12531,1.75,US
12534,1.75,US
12540,1.75,US
12541,1.75,US
12544,1.75,US
12545,1.75,US
12546,1.75,US
12547,1.75,US
12549,1.75,US
12564,1.75,US
12565,1.75,US
12566,1.75,US
12567,1.75,US
12568,1.75,US
12570,1.75,US
12571,1.75,US
12572,1.75,US
12574,1.75,US
12575,1.75,US
12578,1.75,US
12581,1.75,US
12583,1.75,US
12585,1.75,US
12588,1.75,US
12589,1.75,US
12592,1.75,US
12594,1.75,US
12701,1.75,US
12719,1.75,US
12720,1.75,US
12721,1.75,US
12722,1.75,US
12723,1.75,US
12724,1.75,US
12725,1.75,US
12726,1.75,US
12727,1.75,US
12729,1.75,US
12732,1.75,US
12733,1.75,US
12734,1.75,US
12736,1.75,US
12737,1.75,US
12738,1.75,US
12740,1.75,US
12741,1.75,US
12742,1.75,US
12743,1.75,US
12745,1.75,US
12746,1.75,US
12747,1.75,US
12748,1.75,US
12749,1.75,US
12750,1.75,US
12752,1.75,US
12754,1.75,US
12758,1.75,US
12760,1.75,US
12762,1.75,US
12763,1.75,US
12764,1.75,US
12765,1.75,US
12766,1.75,US
12767,1.75,US
12768,1.75,US
12769,1.75,US
12770,1.75,US
12775,1.75,US
12776,1.75,US
12777,1.75,US
