79,48.45,51.35,58.4,68.3,77.85,87.4
80,49.05,52.5,59.55,69.8,79.55,89.6
81,49.05,52.5,59.55,69.8,79.55,89.6
82,49.65,53.65,60.65,71.4,81.35,91.8
83,49.65,53.65,60.65,71.4,81.35,91.8
84,50.25,54.8,61.75,73.1,83.15,94
85,50.25,54.8,61.75,73.1,83.15,94
86,50.85,55.95,62.9,74.9,85.05,96.2
87,50.85,55.95,62.9,74.9,85.05,96.2
88,51.45,57.1,64.05,76.7,86.95,98.4
89,51.45,57.1,64.05,76.7,86.95,98.4
90,52.05,58.25,65.2,78.5,88.85,100.6
91,52.05,58.25,65.2,78.5,88.85,100.6
92,52.65,59.4,66.35,80.3,90.75,102.8
93,52.65,59.4,66.35,80.3,90.75,102.8
94,53.25,60.55,67.5,82.1,92.65,105
95,53.25,60.55,67.5,82.1,92.65,105
96,53.85,61.7,68.65,83.9,94.55,107.2
97,53.85,61.7,68.65,83.9,94.55,107.2
98,54.45,62.85,69.8,85.7,96.45,109.4
99,54.45,62.85,69.8,85.7,96.45,109.4
100,55.05,64,70.95,87.5,98.35,111.6
101,55.05,64,70.95,87.5,98.35,111.6
102,55.05,64,70.95,87.5,98.35,111.6
103,55.05,64,70.95,87.5,98.35,111.6
104,55.05,64,70.95,87.5,98.35,111.6
105,58.05,67.5,75.95,93,103.85,117.6
106,58.05,67.5,75.95,93,103.85,117.6
107,58.05,67.5,75.95,93,103.85,117.6
108,58.05,67.5,75.95,93,103.85,117.6
109,58.05,67.5,75.95,93,103.85,117.6
110,60.25,71,80.95,98.25,109.35,123.6
111,60.25,71,80.95,98.25,109.35,123.6
112,60.25,71,80.95,98.25,109.35,123.6
113,60.25,71,80.95,98.25,109.35,123.6
114,60.25,71,80.95,98.25,109.35,123.6
115,62.35,74.5,85.45,103.5,114.85,129.6
116,62.35,74.5,85.45,103.5,114.85,129.6
117,62.35,74.5,85.45,103.5,114.85,129.6
118,62.35,74.5,85.45,103.5,114.85,129.6
119,62.35,74.5,85.45,103.5,114.85,129.6
120,64.35,78,89.7,108.5,120.35,135.1
121,64.35,78,89.7,108.5,120.35,135.1
122,64.35,78,89.7,108.5,120.35,135.1
123,64.35,78,89.7,108.5,120.35,135.1
124,64.35,78,89.7,108.5,120.35,135.1
125,66.15,81.3,93.7,113,125.85,140.6
126,66.15,81.3,93.7,113,125.85,140.6
127,66.15,81.3,93.7,113,125.85,140.6
128,66.15,81.3,93.7,113,125.85,140.6
129,66.15,81.3,93.7,113,125.85,140.6
130,67.9,83.8,97.2,117.25,130.85,146.1
131,67.9,83.8,97.2,117.25,130.85,146.1
132,67.9,83.8,97.2,117.25,130.85,146.1
133,67.9,83.8,97.2,117.25,130.85,146.1
134,67.9,83.8,97.2,117.25,130.85,146.1
135,69.65,86.3,100.7,121.5,135.85,151.6
136,69.65,86.3,100.7,121.5,135.85,151.6
137,69.65,86.3,100.7,121.5,135.85,151.6
138,69.65,86.3,100.7,121.5,135.85,151.6
139,69.65,86.3,100.7,121.5,135.85,151.6
140,71.4,88.8,104.2,125.75,139.85,157.1
141,71.4,88.8,104.2,125.75,139.85,157.1
142,71.4,88.8,104.2,125.75,139.85,157.1
143,71.4,88.8,104.2,125.75,139.85,157.1
144,71.4,88.8,104.2,125.75,139.85,157.1
145,73.15,91.3,107.7,130,143.85,162.6
146,73.15,91.3,107.7,130,143.85,162.6
147,73.15,91.3,107.7,130,143.85,162.6
148,73.15,91.3,107.7,130,143.85,162.6
149,73.15,91.3,107.7,130,143.85,162.6
150,74.9,93.8,111.2,134.25,147.85,168.1
